,Date,Symbol,Company,Sector,PClose,Open,High,Low,Close,Change,Deals,Volume,Value,VWAP
9528,2025-02-26,AIICO,,,1.65,1.65,1.7,1.62,1.62,-0.3,159,10786125,17942039.85,1.66
9527,2025-02-26,AFRIPRUD,,,30.3,33.3,33.3,33.3,33.3,3,90,3444968,114717434.4,33.3
9526,2025-02-26,ACCESSCORP,,,25.65,25.65,25.7,25.6,25.7,0.05,542,36551069,937925553.7,25.66
9525,2025-02-26,ACADEMY,,,2.78,2.78,2.78,2.78,2.78,0,9,5830,17350.25,2.98
9524,2025-02-26,ABCTRANS,,,1.33,1.33,1.33,1.33,1.33,0,40,531408,698616.79,1.31
9586,2025-02-26,MANSARD,,,9,9,9.05,9.05,9.05,0.05,47,581528,5258015.73,9.04
9536,2025-02-26,BUAFOODS,,,418,418,418,418,418,0,43,2269,853597.8,376.2
9552,2025-02-26,DANGSUGAR,,,41,41,41,41,41,0,235,1062230,41814688.35,39.37
9523,2025-02-26,ABBEYBDS,,,3.6,3.6,3.6,3.6,3.6,0,27,121408,457257.28,3.77
9554,2025-02-26,ELLAHLAKES,,,3.22,3.22,3.28,3.2,3.22,0,97,5387819,17374336.02,3.22
9553,2025-02-26,DEAPCAP,,,0.97,0.97,0.97,0.97,0.97,0,20,130355,125017.87,0.96
9582,2025-02-26,LASACO,,,2.89,2.89,3.09,3.09,3.09,0.2,19,355757,1078991.25,3.03
9581,2025-02-26,JULI,,,10.3,10.3,10.3,10.3,10.3,0,6,5794,58162.5,10.04
9580,2025-02-26,JOHNHOLT,,,7,7,7,7,7,0,10,12350,81352.2,6.59
9579,2025-02-26,JBERGER,,,126.3,126.3,126.3,126.3,126.3,0,39,16124,1905098,118.15
9578,2025-02-26,JAPAULGOLD,,,2.08,2.08,2.1,2.08,2.09,0.01,118,5837379,12197731.84,2.09
9577,2025-02-26,JAIZBANK,,,3.25,3.25,3.38,3.21,3.38,0.13,136,10875342,36110151.58,3.32
9576,2025-02-26,INTENEGINS,,,2.13,2.13,2.13,2.13,2.13,0,14,141336,275833.77,1.95
9575,2025-02-26,INTBREW,,,5.7,5.7,5.7,5.7,5.7,0,17,65492,367304.72,5.61
9574,2025-02-26,INFINITY,,,7,7,7,7,7,0,1,250,1750,7
9573,2025-02-26,IKEJAHOTEL,,,12.1,12.1,12.1,12.1,12.1,0,36,110923,1281602.45,11.55
9572,2025-02-26,HONYFLOUR,,,11.25,11.25,11.85,11.8,11.85,0.6,165,2202874,25995921.8,11.8
9571,2025-02-26,HMCALL,,,5.87,5.87,5.87,5.87,5.87,0,6,16128,85317.12,5.29
9570,2025-02-26,GUINNESS,,,74,74,74,74,74,0,55,102935,7666034.7,74.47
9583,2025-02-26,LEARNAFRCA,,,3.66,3.66,3.66,3.66,3.66,0,8,45650,178491.5,3.91
9568,2025-02-26,GTCO,,,62.5,62.5,62.5,61,61,-1.5,246,3962237,245738718.9,62.02
9555,2025-02-26,ENAMELWA,,,23.2,23.2,23.2,23.2,23.2,0,2,328,6855.2,20.9
9556,2025-02-26,ETERNA,,,39.4,39.4,42,42,42,2.6,100,784690,32876201.55,41.9
9557,2025-02-26,ETI,,,34.7,34.7,34.7,34.7,34.7,0,37,362439,11350393.9,31.32
9558,2025-02-26,ETRANZACT,,,6.5,6.5,6.5,6.5,6.5,0,12,110864,720982,6.5
9569,2025-02-26,GUINEAINS,,,0.8,0.8,0.78,0.72,0.72,-0.8,51,5500875,4015878.75,0.73
9560,2025-02-26,FBNH,,,29.5,29.5,30,30,30,0.5,237,3103768,92612217.1,29.84
9559,2025-02-26,EUNISELL,,,10.85,10.85,9.8,9.8,9.8,-1.05,15,311670,3126009,10.03
9562,2025-02-26,FIDELITYBK,,,18,18,18,17.8,17.95,-0.5,314,6690141,120175953.9,17.96
9563,2025-02-26,FIDSON,,,19.8,19.8,19.8,19.8,19.8,0,32,95345,1762272.3,18.48
9564,2025-02-26,FTNCOCOA,,,1.72,1.72,1.71,1.69,1.69,-0.3,30,519956,885208.2,1.7
9565,2025-02-26,GEREGU,,,1150,1150,1150,1150,1150,0,33,944,977040,1035
9566,2025-02-26,GOLDBREW,,,7.09,7.09,7.09,7.09,7.09,0,1,82,574,7
9567,2025-02-26,GREENWETF,,,534,534,480.6,480.6,480.6,-53.4,1,10,4806,480.6
9561,2025-02-26,FCMB,,,10.5,10.5,10.5,10.5,10.5,0,141,1825383,19264672.5,10.55
9729,2025-02-27,NIDF,,,111.7,111.7,111.7,111.7,111.7,0,19,25198,2815408.6,111.73
9730,2025-02-27,NNFM,,,72.55,72.55,72.55,72.55,72.55,0,44,458363,32521061.6,70.95
9731,2025-02-27,NOTORE,,,62.5,62.5,62.5,62.5,62.5,0,5,550,31790,57.8
9732,2025-02-27,NPFMCRFBK,,,1.84,1.84,1.84,1.84,1.84,0,21,319472,563471.78,1.76
9733,2025-02-27,NSLTECH,,,0.62,0.62,0.63,0.61,0.63,0.01,44,3576529,2235493.3,0.63
9740,2025-02-27,REDSTAREX,,,7.33,7.33,7.33,7.33,7.33,0,22,185023,1221151.8,6.6
9735,2025-02-27,OKOMUOIL,,,540,540,540.1,540.1,540.1,0.1,88,1098921,593780241.6,540.33
9736,2025-02-27,OMATEK,,,0.79,0.8,0.8,0.78,0.78,-0.1,32,650937,510213.16,0.78
9737,2025-02-27,PRESCO,,,785,785,785,785,785,0,145,217860,155094359.1,711.9
9738,2025-02-27,PRESTIGE,,,1.2,1.2,1.28,1.1,1.11,-0.9,45,6190692,7318629.63,1.18
9739,2025-02-27,PZ,,,29.5,29.5,32.45,31.8,32.45,2.95,99,1675709,53944562.05,32.19
9734,2025-02-27,OANDO,,,48,48,52.8,50,52.8,4.8,174,3474231,180915994.75,52.07
9728,2025-02-27,NGXGROUP,,,31,31,31,30,30,-1,47,1561515,47465479,30.4
9721,2025-02-27,NASCON,,,42,42,45,42,45,3,157,4856685,209874631.6,43.21
9726,2025-02-27,NESTLE,,,975,975,975,975,975,0,69,110024,107455515.5,976.66
9725,2025-02-27,NEM,,,13.1,13.1,13.1,13.1,13.1,0,30,71375,904702.25,12.68
9724,2025-02-27,NEIMETH,,,3.03,3.03,3.03,3.03,3.03,0,27,401200,1224690.41,3.05
9723,2025-02-27,NCR,,,7.3,7.3,7.3,7.3,7.3,0,2,1000,7300,7.3
9722,2025-02-27,NB,,,35.05,35.05,35,35,35,-0.5,162,3403368,119046476.05,34.98
9720,2025-02-27,NAHCO,,,64.95,64.95,64.95,64.95,64.95,0,77,526404,32931734.15,62.56
9719,2025-02-27,MULTIVERSE,,,10.8,10.8,10.8,10.8,10.8,0,10,3794,36991.5,9.75
9718,2025-02-27,MTNN,,,264.2,264.2,264.2,264.2,264.2,0,354,151779,36657393.5,241.52
9717,2025-02-27,MRS,,,185,185,185,185,185,0,66,29120,5256625.3,180.52
9716,2025-02-27,MERGROWTH,,,386,386,400,387,400,14,2,100,38804,388.04
9715,2025-02-27,MECURE,,,12.55,12.55,12.55,12.55,12.55,0,1,500,5650,11.3
9714,2025-02-27,MCNICHOLS,,,1.7,1.7,1.75,1.75,1.75,0.05,15,374661,643819.15,1.72
9741,2025-02-27,REGALINS,,,0.69,0.69,0.7,0.7,0.7,0.01,17,391945,270309.83,0.69
9727,2025-02-27,NEWGOLD,,,40000,40000,47998,42050,47998,7998,3,11,486341.98,44212.91
9742,2025-02-27,ROYALEX,,,0.84,0.84,0.88,0.8,0.88,0.04,25,304212,255237.13,0.84
9759,2025-02-27,UACN,,,35.25,35.25,35.25,35.25,35.25,0,42,197926,7026639.4,35.5
9745,2025-02-27,SEPLAT,,,5700,5700,5700,5700,5700,0,31,1227,6294510,5130
9713,2025-02-27,MAYBAKER,,,8.2,8.2,8.2,8.2,8.2,0,41,1896128,15596572.4,8.23
9773,2025-02-27,ZENITHBANK,,,48,48,48,47.95,48,0,641,33339981,1599878704.55,47.99
9772,2025-02-27,WEMABANK,,,12,12,11.9,11.5,11.9,-0.1,209,6878748,79240119.2,11.52
9771,2025-02-27,WAPIC,,,2.7,2.7,2.57,2.55,2.57,-0.13,30,386536,1002359.09,2.59
9770,2025-02-27,WAPCO,,,77.5,77.5,75,73.1,75,-2.5,357,11296385,831591748.5,73.62
9769,2025-02-27,VITAFOAM,,,39.7,39.7,39.7,39.7,39.7,0,58,532403,21212890.75,39.84
9768,2025-02-27,VFDGROUP,,,52.4,52.4,52.4,52.4,52.4,0,50,504941,26459655.7,52.4
9767,2025-02-27,VERITASKAP,,,1.14,1.14,1.17,1.12,1.17,0.03,66,3219764,3672599.01,1.14
9766,2025-02-27,UPL,,,4.55,4.55,4.55,4.55,4.55,0,13,174782,769513.6,4.4
9765,2025-02-27,UPDC,,,2.81,2.81,2.92,2.85,2.91,0.1,65,2225391,6454416.78,2.9
9764,2025-02-27,UNIVINSURE,,,0.65,0.65,0.66,0.64,0.66,0.01,55,5429746,3550692.66,0.65
9763,2025-02-27,UNIONDICON,,,5.55,5.55,5.55,5.55,5.55,0,7,24120,124060,5.14
9762,2025-02-27,UNILEVER,,,39.45,39.45,39.45,39.45,39.45,0,31,317838,12406867.35,39.04
9744,2025-02-27,SCOA,,,3.44,3.44,3.44,3.44,3.44,0,20,25351,95682.08,3.77
9761,2025-02-27,UCAP,,,22,22,22.15,21.9,22.1,0.1,329,8349263,183980186.4,22.04
9758,2025-02-27,TRIPPLEG,,,2.23,2.23,2.2,2.2,2.2,-0.3,12,348147,770432.9,2.21
9757,2025-02-27,TRANSPOWER,,,364.9,364.9,364.9,364.9,364.9,0,127,1344257,441729990.4,328.61
9756,2025-02-27,TRANSEXPR,,,2,2,2,2,2,0,3,1155,2131,1.85
9755,2025-02-27,TRANSCORP,,,56.2,56.2,56.2,56.2,56.2,0,230,2611831,146235698,55.99
9754,2025-02-27,TRANSCOHOT,,,126.1,126.1,126.1,126.1,126.1,0,53,111866,12747893.75,113.96
9753,2025-02-27,TOTAL,,,670,670,670,670,670,0,54,128939,85329639.5,661.78
9752,2025-02-27,TIP,,,3.67,3.67,3.71,3.71,3.71,0.04,14,260958,966935.54,3.71
9751,2025-02-27,TANTALIZER,,,2.02,2.02,2,1.95,2,-0.2,38,1998611,3948010.55,1.98
9750,2025-02-27,SUNUASSUR,,,5.9,5.9,5.52,5.31,5.52,-0.38,49,3054419,16600952.52,5.44
9749,2025-02-27,STERLINGNG,,,5.63,5.63,5.6,5.52,5.59,-0.4,235,9812235,53487536.06,5.45
9748,2025-02-27,STANBIC,,,64,64,64,64,64,0,83,57501,3637242.95,63.26
9747,2025-02-27,SOVRENINS,,,1.19,1.19,1.2,1.08,1.18,-0.1,58,10646851,11878579.87,1.12
9746,2025-02-27,SKYAVN,,,46.5,46.5,46.5,46.5,46.5,0,11,5013,209994.7,41.89
9760,2025-02-27,UBA,,,36.9,36.9,36.9,36.8,36.8,-0.1,410,7434685,274125501.15,36.87
9712,2025-02-27,MANSARD,,,9.05,9.05,9.05,9.05,9.05,0,30,290941,2673687.3,9.19
9743,2025-02-27,RTBRISCOE,,,2.47,2.47,2.55,2.4,2.55,0.08,27,816763,2008856.74,2.46
9710,2025-02-27,LINKASSURE,,,1.35,1.35,1.38,1.38,1.38,0.03,9,556417,768326.95,1.38
9678,2025-02-27,DANGCEM,,,480,480,480,480,480,0,174,95358,41194656,432
9677,2025-02-27,DAARCOMM,,,0.63,0.63,0.63,0.63,0.63,0,42,403423,273441.98,0.68
9676,2025-02-27,CWG,,,8.35,8.35,8.45,8.45,8.45,0.1,37,640871,5273873.6,8.23
9675,2025-02-27,CUTIX,,,2.55,2.55,2.55,2.55,2.55,0,48,1107876,2825265.69,2.55
9674,2025-02-27,CUSTODIAN,,,19.2,19.2,19.3,19.2,19.2,0,63,5080104,97897382.8,19.27
9673,2025-02-27,CORNERST,,,3.15,3.15,3.3,3.17,3.19,0.04,41,2245925,7185169.73,3.2
9672,2025-02-27,CONOIL,,,378,378,378,378,378,0,30,1001,340540.2,340.2
9671,2025-02-27,CONHALLPLC,,,3.9,3.9,4,3.7,3.99,0.09,41,2972404,11487476.5,3.86
9670,2025-02-27,CILEASING,,,3.92,3.92,3.85,3.85,3.85,-0.7,29,741708,2876488.81,3.88
9669,2025-02-27,CHELLARAM,,,7.89,7.89,7.89,7.89,7.89,0,13,11415,81160.65,7.11
9668,2025-02-27,CHAMS,,,2.15,2.15,2.22,2.2,2.2,0.05,66,1190081,2610161.85,2.19
9667,2025-02-27,CHAMPION,,,3.8,3.8,3.94,3.75,3.94,0.14,25,779724,2997900.01,3.84
9666,2025-02-27,CAVERTON,,,2.45,2.5,2.69,2.48,2.69,0.24,210,20915331,54603715.81,2.61
9679,2025-02-27,DANGSUGAR,,,41,41,41,40,41,0,263,2257424,90830994,40.24
9665,2025-02-27,CAP,,,47,47,47,47,47,0,12,20588,946806,45.99
9663,2025-02-27,BUAFOODS,,,418,418,418,418,418,0,65,14413,5422170.6,376.2
9662,2025-02-27,BUACEMENT,,,93,93,93,93,93,0,111,294846,24678610.2,83.7
9661,2025-02-27,BETAGLAS,,,99.85,99.85,99.85,99.85,99.85,0,25,11506,1093827.35,95.07
9660,2025-02-27,BERGER,,,20.9,20.9,20.9,20.9,20.9,0,19,50331,991671.15,19.7
9659,2025-02-27,AUSTINLAZ,,,1.9,1.9,1.9,1.9,1.9,0,7,103600,182544.25,1.76
9658,2025-02-27,ARADEL,,,515,515,515,515,515,0,288,714036,366819735.5,513.73
9657,2025-02-27,ALEX,,,7.15,7.15,7.15,7.15,7.15,0,11,1792,11558.4,6.45
9656,2025-02-27,AIRTELAFRI,,,2156.9,2156.9,2156.9,2156.9,2156.9,0,4,76,180310,2372.5
9655,2025-02-27,AIICO,,,1.62,1.62,1.66,1.6,1.61,-0.1,236,16670065,27007084.02,1.62
9654,2025-02-27,AFRIPRUD,,,33.3,33.3,35.45,32.95,33.8,0.5,582,11260437,382794891.25,33.99
9653,2025-02-27,ACCESSCORP,,,25.7,25.7,26.35,25.65,25.7,0,538,31212307,801881356.35,25.69
9652,2025-02-27,ACADEMY,,,2.78,2.78,2.78,2.78,2.78,0,12,23703,70907.23,2.99
9651,2025-02-27,ABCTRANS,,,1.33,1.33,1.42,1.35,1.42,0.09,32,954521,1334687.36,1.4
9664,2025-02-27,CADBURY,,,29.1,29.1,29.1,29.1,29.1,0,79,266151,7280930.4,27.36
9680,2025-02-27,DEAPCAP,,,0.97,0.97,0.92,0.92,0.92,-0.5,36,1208061,1138494.14,0.94
9650,2025-02-27,ABBEYBDS,,,3.6,3.6,3.6,3.6,3.6,0,33,19554,73380.02,3.75
9681,2025-02-27,ELLAHLAKES,,,3.22,3.22,3.22,3.21,3.22,0,97,3261267,10503982.97,3.22
9711,2025-02-27,LIVESTOCK,,,6.31,6.31,6.9,6.5,6.9,0.59,130,3011700,20130663.5,6.68
9709,2025-02-27,LEARNAFRCA,,,3.66,3.66,3.66,3.66,3.66,0,16,91463,335869.63,3.67
9708,2025-02-27,LASACO,,,3.09,3.09,3.09,2.9,2.9,-0.19,128,937679,2817928.03,3.01
9707,2025-02-27,JULI,,,10.3,10.3,10.3,10.3,10.3,0,13,45545,469113.5,10.3
9706,2025-02-27,JOHNHOLT,,,7,7,7.28,7.28,7.28,0.28,24,153854,1109960.15,7.21
9705,2025-02-27,JBERGER,,,126.3,126.3,126.3,126.3,126.3,0,62,65409,7864694.1,120.24
9704,2025-02-27,JAPAULGOLD,,,2.09,2.09,2.1,2.09,2.1,0.01,73,2970747,6245154.71,2.1
9703,2025-02-27,JAIZBANK,,,3.38,3.38,3.4,3.3,3.38,0,164,24403359,82022196.89,3.36
9701,2025-02-27,INTBREW,,,5.7,5.7,5.45,5.42,5.45,-0.25,23,1045296,5682310.73,5.44
9700,2025-02-27,IKEJAHOTEL,,,12.1,12.1,12.1,12.1,12.1,0,38,89392,1056480.25,11.82
9699,2025-02-27,HONYFLOUR,,,11.85,11.85,13.03,12.5,13.03,1.18,260,7846247,101634626.3,12.95
9698,2025-02-27,HMCALL,,,5.87,5.87,5.87,5.87,5.87,0,7,51436,272096.44,5.29
9697,2025-02-27,GUINNESS,,,74,74,74,74,74,0,46,87327,6399006.9,73.28
9696,2025-02-27,GUINEAINS,,,0.72,0.72,0.72,0.66,0.66,-0.6,155,5534008,3883441.82,0.7
9702,2025-02-27,INTENEGINS,,,2.13,2.13,2.13,2.13,2.13,0,10,104500,210654.91,2.02
9694,2025-02-27,GREENWETF,,,480.6,480.6,528.65,528.65,528.65,48.05,2,12,6343.8,528.65
9695,2025-02-27,GTCO,,,61,61,62,60.95,61,0,294,9447298,576379348.5,61.01
9683,2025-02-27,ETERNA,,,42,42,42,42,42,0,95,679943,28617568.05,42.09
9684,2025-02-27,ETI,,,34.7,34.7,31.4,31.4,31.4,-3.3,26,220096,6894195.05,31.32
9685,2025-02-27,ETRANZACT,,,6.5,6.5,6.5,6.5,6.5,0,11,64405,432678.15,6.72
9687,2025-02-27,FBNH,,,30,30,30,29.8,29.8,-0.2,218,2025480,60178981.4,29.71
9688,2025-02-27,FCMB,,,10.5,10.5,10.5,10.4,10.5,0,197,102270103,1063942884.35,10.4
9686,2025-02-27,EUNISELL,,,9.8,9.8,9.8,9.8,9.8,0,24,142271,1346059.2,9.46
9682,2025-02-27,ENAMELWA,,,23.2,23.2,23.2,23.2,23.2,0,3,2151,49795.65,23.15
9690,2025-02-27,FIDSON,,,19.8,19.8,17.9,17.9,17.9,-1.9,58,264848,4800803.7,18.13
9691,2025-02-27,FTNCOCOA,,,1.69,1.69,1.78,1.69,1.78,0.09,59,3218084,5509025.92,1.71
9692,2025-02-27,GEREGU,,,1150,1150,1150,1150,1150,0,36,837,866295,1035
9693,2025-02-27,GOLDBREW,,,7.09,7.09,7.09,7.09,7.09,0,8,15773,101008,6.4
9689,2025-02-27,FIDELITYBK,,,17.95,17.95,18,17.8,17.8,-0.15,317,9149070,164150331.05,17.94
9860,2025-02-28,OKOMUOIL,,,540.1,540.1,545,545,545,4.9,120,183682,100095984.8,544.94
9857,2025-02-28,NPFMCRFBK,,,1.84,1.84,1.77,1.74,1.75,-0.9,71,5390863,9333175.58,1.73
9858,2025-02-28,NSLTECH,,,0.63,0.64,0.64,0.61,0.63,0,45,1768072,1109664.7,0.63
9859,2025-02-28,OANDO,,,52.8,56.3,58.05,56,58.05,5.25,523,9089723,520790406.6,57.29
9861,2025-02-28,OMATEK,,,0.78,0.78,0.78,0.78,0.78,0,25,291271,223217.93,0.77
9867,2025-02-28,ROYALEX,,,0.88,0.88,0.9,0.9,0.9,0.02,15,258116,229877.78,0.89
9863,2025-02-28,PRESTIGE,,,1.11,1.11,1.13,1,1.1,-0.1,50,8823022,9593220.12,1.09
9864,2025-02-28,PZ,,,32.45,32.45,35.4,32.2,35.4,2.95,141,1873857,63026393.9,33.63
9865,2025-02-28,REDSTAREX,,,7.33,7.33,6.6,6.6,6.6,-0.73,15,200477,1323148.2,6.6
9866,2025-02-28,REGALINS,,,0.7,0.7,0.69,0.69,0.69,-0.1,17,1966569,1353951.81,0.69
9856,2025-02-28,NOTORE,,,62.5,62.5,62.5,62.5,62.5,0,1,5,343.75,68.75
9862,2025-02-28,PRESCO,,,785,785,785,785,785,0,156,160506,114277686.6,711.98
9855,2025-02-28,NNFM,,,72.55,72.55,72.55,72.55,72.55,0,22,105550,7477325.9,70.84
9840,2025-02-28,MEYER,,,9.25,9.25,9.25,9.25,9.25,0,1,3000,25050,8.35
9853,2025-02-28,NGXGROUP,,,30,30,30,30,30,0,49,1182236,35955035.35,30.41
9852,2025-02-28,NEWGOLD,,,47998,47998,39000.1,39000.1,39000.1,-8997.9,1,1,39000.1,39000.1
9851,2025-02-28,NESTLE,,,975,975,975,975,975,0,79,63398,61883812,976.12
9850,2025-02-28,NEM,,,13.1,13.1,13.1,12.35,13.1,0,50,1495979,18975954.6,12.68
9849,2025-02-28,NEIMETH,,,3.03,3.03,3.03,3.03,3.03,0,25,147657,443073.15,3
9848,2025-02-28,NCR,,,7.3,7.3,7.3,7.3,7.3,0,4,32930,217338,6.6
9847,2025-02-28,NB,,,35,35,34.8,34.8,34.8,-0.2,115,1233965,42916014.35,34.78
9846,2025-02-28,NASCON,,,45,45,45.2,45.2,45.2,0.2,120,1635124,70621849.85,43.19
9845,2025-02-28,NAHCO,,,64.95,64.95,64.95,64.95,64.95,0,94,1120930,69316509.35,61.84
9844,2025-02-28,MULTIVERSE,,,10.8,10.8,9.75,9.75,9.75,-1.05,10,136823,1334024.25,9.75
9843,2025-02-28,MTNN,,,264.2,264.2,264.2,264.2,264.2,0,629,2247268,542174866.3,241.26
9842,2025-02-28,MRS,,,185,185,185,185,185,0,108,373764,64438418.3,172.4
9841,2025-02-28,MORISON,,,3.25,3.25,3.25,3.25,3.25,0,2,52170,185552.5,3.56
9868,2025-02-28,RTBRISCOE,,,2.55,2.55,2.55,2.55,2.55,0,17,462093,1167572.48,2.53
9854,2025-02-28,NIDF,,,111.7,111.7,111.7,111.7,111.7,0,17,42651,4762116.7,111.65
9869,2025-02-28,SCOA,,,3.44,3.44,3.44,3.44,3.44,0,12,16764,60658.4,3.62
9884,2025-02-28,UACN,,,35.25,35.25,35.45,35.25,35.25,0,94,6792293,239841427.7,35.31
9871,2025-02-28,SKYAVN,,,46.5,46.5,46.5,46.5,46.5,0,11,8466,371300.4,43.86
9900,2025-02-28,ZENITHBANK,,,48,48,48.4,47.95,48.35,0.35,745,122228125,5870782031.25,48.03
9839,2025-02-28,MECURE,,,12.55,12.55,12.55,12.55,12.55,0,5,15252,172347.6,11.3
9899,2025-02-28,WEMABANK,,,11.9,11.9,11.9,11.8,11.9,0,98,2013670,23370721,11.61
9898,2025-02-28,WAPIC,,,2.57,2.57,2.6,2.57,2.6,0.03,36,1071707,2776459.06,2.59
9897,2025-02-28,WAPCO,,,75,75,75,72.5,75,0,224,4175550,305048155.9,73.06
9896,2025-02-28,VITAFOAM,,,39.7,39.7,39.8,39.7,39.8,0.1,55,1266982,50330501.4,39.72
9895,2025-02-28,VFDGROUP,,,52.4,52.4,52.4,52.4,52.4,0,28,128939,6496429.2,50.38
9894,2025-02-28,VETINDETF,,,41.08,41.08,42,42,42,0.92,1,5,210,42
9893,2025-02-28,VETBANK,,,13.7,13.7,13.5,13.31,13.31,-0.39,2,330,4454.05,13.5
9892,2025-02-28,VERITASKAP,,,1.17,1.17,1.2,1.2,1.2,0.03,33,957912,1132811.37,1.18
9891,2025-02-28,UPL,,,4.55,4.55,4.55,4.55,4.55,0,5,11300,54857,4.85
9890,2025-02-28,UPDC,,,2.91,2.91,3.2,2.87,2.87,-0.4,69,3323599,9930195.58,2.99
9889,2025-02-28,UNIVINSURE,,,0.66,0.66,0.69,0.61,0.65,-0.1,641,7891327,5058844.5,0.64
9888,2025-02-28,UNIONDICON,,,5.55,5.55,5.4,5.4,5.4,-0.15,15,358030,1908139.2,5.33
9887,2025-02-28,UNILEVER,,,39.45,39.45,39.45,39.45,39.45,0,81,1336142,51876614.75,38.83
9886,2025-02-28,UCAP,,,22.1,22.1,22.4,22.05,22.2,0.1,327,7422993,165529406.35,22.3
9885,2025-02-28,UBA,,,36.8,36.8,37,36.8,36.8,0,473,14231364,526003032.25,36.96
9883,2025-02-28,TRIPPLEG,,,2.2,2.2,2.2,2.2,2.2,0,6,16905,34801.9,2.06
9882,2025-02-28,TRANSPOWER,,,364.9,364.9,364.9,364.9,364.9,0,153,3491196,1146991385.6,328.54
9881,2025-02-28,TRANSEXPR,,,2,2,2,2,2,0,1,500,900,1.8
9880,2025-02-28,TRANSCORP,,,56.2,56.2,57,52,57,0.8,222,2057125,113989768.6,55.41
9879,2025-02-28,TRANSCOHOT,,,126.1,126.1,126.1,126.1,126.1,0,44,8058,951044.25,118.02
9878,2025-02-28,TOTAL,,,670,670,670,670,670,0,48,167852,111396710,663.66
9877,2025-02-28,TIP,,,3.71,3.71,3.76,3.67,3.74,0.03,46,1602070,6027884.84,3.76
9876,2025-02-28,TANTALIZER,,,2,2,1.92,1.9,1.9,-0.1,41,1360958,2607867.08,1.92
9875,2025-02-28,SUNUASSUR,,,5.52,5.52,5.52,5.31,5.31,-0.21,38,916089,5012027.6,5.47
9874,2025-02-28,STERLINGNG,,,5.59,5.59,5.51,5.25,5.5,-0.9,271,12730833,69698699.51,5.47
9873,2025-02-28,STANBIC,,,64,64,64,64,64,0,64,237750,15143092.4,63.69
9872,2025-02-28,SOVRENINS,,,1.18,1.18,1.16,1.11,1.14,-0.4,44,10280025,11824564.75,1.15
9870,2025-02-28,SEPLAT,,,5700,5700,5700,5700,5700,0,39,12360,63406800,5130
9838,2025-02-28,MCNICHOLS,,,1.75,1.75,1.75,1.7,1.7,-0.5,68,3945665,6470440.04,1.64
9775,2025-02-28,ABCTRANS,,,1.42,1.42,1.42,1.42,1.42,0,30,359423,524567.78,1.46
